filename,text,up_votes,down_votes,age,gender,accent,duration,pitch,formants,intensity,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma,zero_crossing_rate,spectral_rolloff,cluster_label
cv-valid-test/sample-000000.mp3,without the dataset the article is useless,1,0,,,,3.2160090702947848,459.1865034105994,7.022081831564719e-07,0.06939832121133804,-260.1311950683594,112.94906616210938,13.136412620544434,19.57633399963379,-5.888647079467773,19.475488662719727,3.5639169216156006,13.370821952819824,-0.7879690527915955,19.312122344970703,4.3424601554870605,9.782479286193848,2.401495933532715,21.306395261811893,13.888249869292519,15.034185326945376,16.02533874942194,18.067679594041646,22.007319266075363,53.02880568828595,0.37324482,0.09957424685251799,3639.4211583857914,3
cv-valid-test/sample-000001.mp3,i've got to go to him,1,0,twenties,male,,1.9440362811791383,302.4967187695812,1.856416929513216e-05,0.03999098017811775,-435.7345275878906,109.41377258300781,12.349385261535645,36.22895812988281,11.68502140045166,2.6600124835968018,7.02398681640625,-8.42845630645752,-6.6969523429870605,5.867551803588867,-7.925047874450684,-1.821812629699707,-0.8680622577667236,17.326681257699732,12.100703892307996,16.53816384105436,15.946905497572107,15.298176500875806,21.6528786189433,46.59364330319573,0.46688932,0.11950102306547619,3830.218505859375,0
cv-valid-test/sample-000002.mp3,and you know it,1,0,,,,1.9440362811791383,633.5363628832371,2.329398012079764e-05,0.0319296233355999,-419.6432189941406,49.84534454345703,5.743484020233154,33.19004440307617,10.180402755737305,0.975701093673706,-6.041529178619385,-2.845028877258301,-15.829292297363281,0.019853375852108,-9.851040840148926,-6.426824569702148,-11.600972175598145,17.64810522970891,12.76736428423553,15.118870194169967,14.560524452320735,17.773631599484524,20.490714768386827,50.59490583718678,0.49278402,0.21929059709821427,5286.4013671875,0
cv-valid-test/sample-000003.mp3,down below in the darkness were hundreds of people sleeping in peace,4,0,twenties,male,us,7.704036281179138,337.32420168423783,-1.123706397265778e-06,0.009893883019685745,-545.1146240234375,88.02313995361328,22.157602310180664,8.642786979675293,17.174121856689453,-0.26469355821609497,-5.172278881072998,4.166116237640381,-14.79675006866455,-5.893128395080566,-13.201828956604004,-8.292973518371582,-6.728183269500732,19.926262669157605,14.953266501888441,17.951356560894144,16.831528308804227,17.42442955128863,18.895102878467434,48.01581897848657,0.38367742,0.12571771460843373,4618.3856274708205,1
cv-valid-test/sample-000004.mp3,hold your nose to keep the smell from disabling your motor functions,2,0,,,,5.808027210884354,465.323155130263,1.9959111341449898e-06,0.10128967463970184,-259.6635437011719,77.15142822265625,-9.315979957580566,6.360721111297607,9.287796020507812,18.734264373779297,-11.458806037902832,-9.01193618774414,-20.1845760345459,-16.757766723632812,-13.077888488769531,3.027711868286133,-12.059150695800781,20.622181003345542,14.968824050821382,21.023571921422114,17.741898017600114,21.108214624952442,20.450828993713092,52.42567469475543,0.37394115,0.18587952875996017,4997.204443942978,3
cv-valid-test/sample-000005.mp3,down below in the darkness were hundreds of people sleeping in peace,4,1,twenties,male,us,4.656009070294784,253.53063189032352,-4.795695076609263e-06,0.045127492398023605,-351.42938232421875,107.80945587158203,-0.35283663868904114,29.59090232849121,9.247014045715332,-3.101393461227417,6.255931854248047,-4.276223659515381,-19.467578887939453,-1.7009577751159668,-4.118388652801514,-4.489998817443848,-9.024730682373047,21.189425043852662,15.297948926268369,18.980603590139918,15.820901112447833,17.9080933071169,23.988722084577468,50.1082722033417,0.36306623,0.11162935323383084,3717.584319612873,4
cv-valid-test/sample-000006.mp3,strange images passed through my mind,3,0,twenties,male,,4.68,496.7948402904388,3.2281404855893925e-06,0.005734262987971306,-517.5896606445312,61.090023040771484,4.448151111602783,31.98845100402832,5.154020309448242,6.769049644470215,0.2164824903011322,1.7152726650238037,-4.290707588195801,4.708068370819092,-2.7061221599578857,1.4155848026275635,-2.0773816108703613,15.50221167995767,12.522614880978102,14.8433849426349,14.680532520936099,17.088775615464368,17.269181400709215,48.407815354911925,0.494481,0.1973429764851485,5705.072927947092,1
cv-valid-test/sample-000007.mp3,the sheep had taught him that,2,0,thirties,male,,2.6160090702947847,398.25131934448353,-1.0523848459342844e-06,0.03196517005562782,-341.3016052246094,83.75515747070312,6.843898773193359,19.51165771484375,6.818078994750977,6.46368932723999,-7.370869159698486,14.207470893859863,-2.579139471054077,4.466876983642578,-1.1819018125534058,5.023942470550537,-4.909383296966553,17.71619551054214,10.916325741181021,13.660044970095212,13.240113790887648,15.791516954122118,16.050822024755444,49.924740070113714,0.57569176,0.14301023230088494,5225.0412662472345,4
cv-valid-test/sample-000008.mp3,this was the strangest of all things that ever came to earth from outer space,1,0,thirties,male,england,6.264036281179139,511.4941700456996,-1.791112845239695e-05,0.09588790684938431,-256.96429443359375,101.60647583007812,1.128590703010559,41.52667999267578,-46.558441162109375,0.5402583479881287,-20.774221420288086,15.272602081298828,-31.81791877746582,-13.293562889099121,9.264241218566895,-20.61064338684082,-3.1733851432800293,19.567839734422982,13.539273619924916,15.31581094763111,16.728349313831448,20.51536783259614,20.93447435569317,61.330731976548336,0.4107067,0.18818721064814814,4075.87646484375,3
cv-valid-test/sample-000009.mp3,it was glaringly hot not a cloud in the sky nor a breath of wind,3,0,fifties,male,us,4.44,460.98901673967583,-5.951668526904541e-07,0.03443014994263649,-353.93896484375,102.30437469482422,-36.68217849731445,25.354040145874023,-1.1830940246582031,-8.941482543945312,-0.40428099036216736,-20.458173751831055,-5.931345462799072,-9.420458793640137,-3.55865740776062,-15.287335395812988,-16.702844619750977,20.874243173835524,16.413554917723996,18.547268670080058,17.613785969913803,18.636868361908654,23.61943444654271,47.569529592079824,0.35680997,0.1423212687174479,3596.2692260742188,4
